%frequency	 %AdV2015	 %AdV2017	 %AdV2019
   1.9622948e+03   1.1935532e-22   1.8991474e-23   4.6750727e-23
   1.9668199e+03   1.1963003e-22   1.9038429e-23   4.6880996e-23
   1.9713554e+03   1.1990536e-22   1.9085495e-23   4.7011538e-23
   1.9759013e+03   1.2018134e-22   1.9132674e-23   4.7142354e-23
   1.9804578e+03   1.2045795e-22   1.9179966e-23   4.7273445e-23
   1.9850247e+03   1.2073520e-22   1.9227370e-23   4.7404811e-23
   1.9896022e+03   1.2101309e-22   1.9274887e-23   4.7536453e-23
   1.9941903e+03   1.2129161e-22   1.9322517e-23   4.7668371e-23
   1.9987889e+03   1.2157079e-22   1.9370260e-23   4.7800566e-23
   2.0033981e+03   1.2185060e-22   1.9418117e-23   4.7933039e-23
   2.0080179e+03   1.2213106e-22   1.9466087e-23   4.8065790e-23
   2.0126484e+03   1.2241217e-22   1.9514171e-23   4.8198819e-23
   2.0172896e+03   1.2269393e-22   1.9562369e-23   4.8332128e-23
   2.0219415e+03   1.2297634e-22   1.9610682e-23   4.8465716e-23
   2.0266041e+03   1.2325939e-22   1.9659109e-23   4.8599585e-23
   2.0312775e+03   1.2354311e-22   1.9707650e-23   4.8733735e-23
   2.0359616e+03   1.2382747e-22   1.9756307e-23   4.8868167e-23
   2.0406566e+03   1.2411249e-22   1.9805078e-23   4.9002881e-23
   2.0453623e+03   1.2439817e-22   1.9853965e-23   4.9137877e-23
   2.0500790e+03   1.2468451e-22   1.9902968e-23   4.9273157e-23
   2.0548065e+03   1.2497151e-22   1.9952086e-23   4.9408721e-23
   2.0595449e+03   1.2525917e-22   2.0001320e-23   4.9544570e-23
   2.0642942e+03   1.2554749e-22   2.0050670e-23   4.9680704e-23
   2.0690545e+03   1.2583648e-22   2.0100136e-23   4.9817123e-23
   2.0738257e+03   1.2612614e-22   2.0149719e-23   4.9953830e-23
   2.0786080e+03   1.2641647e-22   2.0199418e-23   5.0090823e-23
   2.0834013e+03   1.2670746e-22   2.0249235e-23   5.0228103e-23
   2.0882056e+03   1.2699913e-22   2.0299169e-23   5.0365672e-23
   2.0930210e+03   1.2729146e-22   2.0349220e-23   5.0503530e-23
   2.0978475e+03   1.2758448e-22   2.0399389e-23   5.0641678e-23
   2.1026852e+03   1.2787817e-22   2.0449675e-23   5.0780115e-23
   2.1075340e+03   1.2817253e-22   2.0500080e-23   5.0918844e-23
   2.1123940e+03   1.2846758e-22   2.0550603e-23   5.1057863e-23
   2.1172652e+03   1.2876330e-22   2.0601244e-23   5.1197175e-23
   2.1221476e+03   1.2905971e-22   2.0652004e-23   5.1336779e-23
   2.1270413e+03   1.2935680e-22   2.0702883e-23   5.1476677e-23
   2.1319463e+03   1.2965458e-22   2.0753881e-23   5.1616868e-23
   2.1368626e+03   1.2995304e-22   2.0804999e-23   5.1757354e-23
   2.1417902e+03   1.3025220e-22   2.0856236e-23   5.1898135e-23
   2.1467292e+03   1.3055204e-22   2.0907592e-23   5.2039212e-23
   2.1516796e+03   1.3085257e-22   2.0959069e-23   5.2180585e-23
   2.1566413e+03   1.3115380e-22   2.1010666e-23   5.2322255e-23
   2.1616146e+03   1.3145572e-22   2.1062384e-23   5.2464223e-23
   2.1665993e+03   1.3175834e-22   2.1114222e-23   5.2606490e-23
   2.1715955e+03   1.3206166e-22   2.1166182e-23   5.2749055e-23
   2.1766032e+03   1.3236568e-22   2.1218262e-23   5.2891920e-23
   2.1816224e+03   1.3267039e-22   2.1270464e-23   5.3035086e-23
   2.1866533e+03   1.3297582e-22   2.1322787e-23   5.3178552e-23
   2.1916957e+03   1.3328194e-22   2.1375233e-23   5.3322320e-23
   2.1967498e+03   1.3358877e-22   2.1427800e-23   5.3466390e-23
   2.2018155e+03   1.3389631e-22   2.1480490e-23   5.3610763e-23
   2.2068929e+03   1.3420456e-22   2.1533302e-23   5.3755440e-23
   2.2119820e+03   1.3451352e-22   2.1586237e-23   5.3900421e-23
   2.2170829e+03   1.3482319e-22   2.1639295e-23   5.4045707e-23
   2.2221955e+03   1.3513358e-22   2.1692477e-23   5.4191299e-23
   2.2273199e+03   1.3544468e-22   2.1745782e-23   5.4337197e-23
   2.2324561e+03   1.3575650e-22   2.1799211e-23   5.4483402e-23
   2.2376042e+03   1.3606904e-22   2.1852764e-23   5.4629915e-23
   2.2427641e+03   1.3638230e-22   2.1906442e-23   5.4776736e-23
   2.2479359e+03   1.3669629e-22   2.1960248e-23   5.4923868e-23
   2.2531197e+03   1.3701100e-22   2.2014209e-23   5.5071321e-23
   2.2583154e+03   1.3732657e-22   2.2069083e-23   5.5219400e-23
   2.2635231e+03   1.3764259e-22   2.2122413e-23   5.5367123e-23
   2.2687428e+03   1.3795948e-22   2.2176700e-23   5.5515490e-23
   2.2739745e+03   1.3827710e-22   2.2231124e-23   5.5664173e-23
   2.2792183e+03   1.3859546e-22   2.2285676e-23   5.5813171e-23
   2.2844742e+03   1.3891454e-22   2.2340355e-23   5.5962482e-23
   2.2897422e+03   1.3923437e-22   2.2395160e-23   5.6112109e-23
   2.2950224e+03   1.3955493e-22   2.2450092e-23   5.6262050e-23
   2.3003147e+03   1.3987623e-22   2.2505151e-23   5.6412307e-23
   2.3056193e+03   1.4019828e-22   2.2560337e-23   5.6562881e-23
   2.3109361e+03   1.4052106e-22   2.2615651e-23   5.6713773e-23
   2.3162651e+03   1.4084459e-22   2.2671092e-23   5.6864982e-23
   2.3216064e+03   1.4116887e-22   2.2726661e-23   5.7016510e-23
   2.3269601e+03   1.4149389e-22   2.2782359e-23   5.7168357e-23
   2.3323261e+03   1.4181967e-22   2.2838185e-23   5.7320525e-23
   2.3377044e+03   1.4214619e-22   2.2894139e-23   5.7473013e-23
   2.3430952e+03   1.4247347e-22   2.2950223e-23   5.7625823e-23
   2.3484984e+03   1.4280150e-22   2.3006436e-23   5.7778955e-23
   2.3539140e+03   1.4313030e-22   2.3062778e-23   5.7932410e-23
   2.3593422e+03   1.4345984e-22   2.3119250e-23   5.8086189e-23
   2.3647828e+03   1.4379015e-22   2.3175851e-23   5.8240293e-23
   2.3702360e+03   1.4412122e-22   2.3232583e-23   5.8394721e-23
   2.3757018e+03   1.4445306e-22   2.3289446e-23   5.8549476e-23
   2.3811802e+03   1.4478566e-22   2.3346439e-23   5.8704557e-23
   2.3866712e+03   1.4511903e-22   2.3403563e-23   5.8859965e-23
   2.3921749e+03   1.4545316e-22   2.3460819e-23   5.9015702e-23
   2.3976913e+03   1.4578807e-22   2.3518206e-23   5.9171767e-23
   2.4032204e+03   1.4612375e-22   2.3575725e-23   5.9328162e-23
   2.4087622e+03   1.4646020e-22   2.3633376e-23   5.9484888e-23
   2.4143168e+03   1.4679743e-22   2.3691159e-23   5.9641944e-23
   2.4198843e+03   1.4713544e-22   2.3749075e-23   5.9799333e-23
   2.4254646e+03   1.4747423e-22   2.3807124e-23   5.9957053e-23
   2.4310577e+03   1.4781379e-22   2.3865306e-23   6.0115108e-23
   2.4366637e+03   1.4815415e-22   2.3923621e-23   6.0273496e-23
   2.4422827e+03   1.4849528e-22   2.3982070e-23   6.0432219e-23
   2.4479146e+03   1.4883721e-22   2.4040653e-23   6.0591278e-23
   2.4535595e+03   1.4917992e-22   2.4099370e-23   6.0750673e-23
   2.4592175e+03   1.4952342e-22   2.4158222e-23   6.0910405e-23
   2.4648884e+03   1.4986772e-22   2.4217209e-23   6.1070475e-23
   2.4705725e+03   1.5021281e-22   2.4276330e-23   6.1230883e-23
   2.4762696e+03   1.5055869e-22   2.4335587e-23   6.1391631e-23
   2.4819799e+03   1.5090538e-22   2.4394980e-23   6.1552720e-23
   2.4877034e+03   1.5125286e-22   2.4454508e-23   6.1714149e-23
   2.4934401e+03   1.5160114e-22   2.4514173e-23   6.1875920e-23
   2.4991900e+03   1.5195023e-22   2.4573974e-23   6.2038033e-23
   2.5049531e+03   1.5230012e-22   2.4633912e-23   6.2200490e-23
   2.5107295e+03   1.5265082e-22   2.4693987e-23   6.2363291e-23
   2.5165193e+03   1.5300233e-22   2.4754199e-23   6.2526436e-23
   2.5223224e+03   1.5335465e-22   2.4814548e-23   6.2689928e-23
   2.5281389e+03   1.5370778e-22   2.4875036e-23   6.2853765e-23
   2.5339688e+03   1.5406173e-22   2.4935662e-23   6.3017950e-23
   2.5398122e+03   1.5441649e-22   2.4996426e-23   6.3182483e-23
   2.5456690e+03   1.5477208e-22   2.5057329e-23   6.3347365e-23
   2.5515393e+03   1.5512848e-22   2.5118371e-23   6.3512596e-23
   2.5574232e+03   1.5548570e-22   2.5179552e-23   6.3678178e-23
   2.5633206e+03   1.5584375e-22   2.5240873e-23   6.3844111e-23
   2.5692317e+03   1.5620262e-22   2.5302334e-23   6.4010396e-23
   2.5751563e+03   1.5656232e-22   2.5363934e-23   6.4177034e-23
   2.5810947e+03   1.5692286e-22   2.5425676e-23   6.4344025e-23
   2.5870467e+03   1.5728422e-22   2.5487558e-23   6.4511371e-23
   2.5930124e+03   1.5764641e-22   2.5549581e-23   6.4679072e-23
   2.5989920e+03   1.5800944e-22   2.5611746e-23   6.4847129e-23
   2.6049852e+03   1.5837331e-22   2.5674052e-23   6.5015543e-23
   2.6109924e+03   1.5873802e-22   2.5736500e-23   6.5184315e-23
   2.6170133e+03   1.5910357e-22   2.5799091e-23   6.5353445e-23
   2.6230482e+03   1.5946996e-22   2.5861824e-23   6.5522935e-23
   2.6290970e+03   1.5983720e-22   2.5924700e-23   6.5692785e-23
   2.6351597e+03   1.6020529e-22   2.5987719e-23   6.5862996e-23
   2.6412364e+03   1.6057422e-22   2.6050882e-23   6.6033568e-23
   2.6473271e+03   1.6094400e-22   2.6114188e-23   6.6204504e-23
   2.6534318e+03   1.6131464e-22   2.6177640e-23   6.6375803e-23
   2.6595507e+03   1.6168614e-22   2.6241249e-23   6.6547472e-23
   2.6656836e+03   1.6205849e-22   2.6305007e-23   6.6719508e-23
   2.6718307e+03   1.6243169e-22   2.6368859e-23   6.6891889e-23
   2.6779920e+03   1.6280576e-22   2.6432887e-23   6.7064650e-23
   2.6841674e+03   1.6318069e-22   2.6497062e-23   6.7237778e-23
   2.6903571e+03   1.6355649e-22   2.6561383e-23   6.7411276e-23
   2.6965611e+03   1.6393315e-22   2.6625850e-23   6.7585143e-23
   2.7027794e+03   1.6431068e-22   2.6690464e-23   6.7759380e-23
   2.7090121e+03   1.6468908e-22   2.6755224e-23   6.7933988e-23
   2.7152591e+03   1.6506836e-22   2.6820132e-23   6.8108968e-23
   2.7215205e+03   1.6544851e-22   2.6885188e-23   6.8284321e-23
   2.7277963e+03   1.6582953e-22   2.6950391e-23   6.8460048e-23
   2.7340866e+03   1.6621144e-22   2.7015742e-23   6.8636150e-23
   2.7403915e+03   1.6659423e-22   2.7081242e-23   6.8812627e-23
   2.7467108e+03   1.6697790e-22   2.7146893e-23   6.8989481e-23
   2.7530448e+03   1.6736245e-22   2.7212693e-23   6.9166712e-23
   2.7593933e+03   1.6774789e-22   2.7278643e-23   6.9344322e-23
   2.7657565e+03   1.6813422e-22   2.7344742e-23   6.9522310e-23
   2.7721343e+03   1.6852145e-22   2.7410992e-23   6.9700678e-23
   2.7785269e+03   1.6890956e-22   2.7477392e-23   6.9879427e-23
   2.7849342e+03   1.6929857e-22   2.7543942e-23   7.0058558e-23
   2.7913563e+03   1.6968848e-22   2.7610644e-23   7.0238071e-23
   2.7977932e+03   1.7007928e-22   2.7677496e-23   7.0417967e-23
   2.8042449e+03   1.7047099e-22   2.7744501e-23   7.0598248e-23
   2.8107115e+03   1.7086360e-22   2.7811657e-23   7.0778914e-23
   2.8171930e+03   1.7125712e-22   2.7878966e-23   7.0959966e-23
   2.8236895e+03   1.7165155e-22   2.7946427e-23   7.1141404e-23
   2.8302010e+03   1.7204688e-22   2.8014041e-23   7.1323231e-23
   2.8367274e+03   1.7244313e-22   2.8081809e-23   7.1505446e-23
   2.8432689e+03   1.7284029e-22   2.8149730e-23   7.1688051e-23
   2.8498255e+03   1.7323836e-22   2.8217805e-23   7.1871047e-23
   2.8563972e+03   1.7363736e-22   2.8286034e-23   7.2054434e-23
   2.8629841e+03   1.7403727e-22   2.8354418e-23   7.2238213e-23
   2.8695862e+03   1.7443811e-22   2.8422957e-23   7.2422386e-23
   2.8762035e+03   1.7483987e-22   2.8491652e-23   7.2606953e-23
   2.8828360e+03   1.7524256e-22   2.8560502e-23   7.2791915e-23
   2.8894839e+03   1.7564617e-22   2.8629508e-23   7.2977273e-23
   2.8961470e+03   1.7605072e-22   2.8698670e-23   7.3163028e-23
   2.9028256e+03   1.7645620e-22   2.8767989e-23   7.3349181e-23
   2.9095195e+03   1.7686262e-22   2.8837464e-23   7.3535733e-23
   2.9162289e+03   1.7726997e-22   2.8907107e-23   7.3722689e-23
   2.9229537e+03   1.7767827e-22   2.8976910e-23   7.3910046e-23
   2.9296941e+03   1.7808750e-22   2.9046871e-23   7.4097804e-23
   2.9364500e+03   1.7849768e-22   2.9116990e-23   7.4285965e-23
   2.9432215e+03   1.7890881e-22   2.9187268e-23   7.4474530e-23
   2.9500085e+03   1.7932088e-22   2.9257705e-23   7.4663499e-23
   2.9568113e+03   1.7973391e-22   2.9328301e-23   7.4852874e-23
   2.9636297e+03   1.8014788e-22   2.9399057e-23   7.5042655e-23
   2.9704639e+03   1.8056282e-22   2.9469973e-23   7.5232843e-23
   2.9773138e+03   1.8097871e-22   2.9541050e-23   7.5423439e-23
   2.9841795e+03   1.8139555e-22   2.9612287e-23   7.5614445e-23
   2.9910610e+03   1.8181336e-22   2.9683686e-23   7.5805861e-23
   2.9979584e+03   1.8223214e-22   2.9755246e-23   7.5997688e-23
   3.0048718e+03   1.8265188e-22   2.9826968e-23   7.6189927e-23
   3.0118010e+03   1.8307258e-22   2.9898852e-23   7.6382579e-23
   3.0187463e+03   1.8349426e-22   2.9970898e-23   7.6575645e-23
   3.0257075e+03   1.8391691e-22   3.0043108e-23   7.6769127e-23
   3.0326848e+03   1.8434054e-22   3.0115481e-23   7.6963024e-23
   3.0396782e+03   1.8476514e-22   3.0188017e-23   7.7157338e-23
   3.0466877e+03   1.8519072e-22   3.0260718e-23   7.7352070e-23
   3.0537134e+03   1.8561728e-22   3.0333583e-23   7.7547221e-23
   3.0607553e+03   1.8604483e-22   3.0406613e-23   7.7742792e-23
   3.0678134e+03   1.8647336e-22   3.0479807e-23   7.7938784e-23
   3.0748878e+03   1.8690288e-22   3.0553168e-23   7.8135197e-23
   3.0819785e+03   1.8733339e-22   3.0626694e-23   7.8332034e-23
   3.0890856e+03   1.8776490e-22   3.0700387e-23   7.8529295e-23
   3.0962091e+03   1.8819741e-22   3.0774355e-23   7.8727022e-23
   3.1033489e+03   1.8863089e-22   3.0848273e-23   7.8925091e-23
   3.1105053e+03   1.8906539e-22   3.0922464e-23   7.9123629e-23
   3.1176781e+03   1.8950089e-22   3.0996825e-23   7.9322594e-23
   3.1248675e+03   1.8993739e-22   3.1071354e-23   7.9521989e-23
   3.1320735e+03   1.9037490e-22   3.1146051e-23   7.9721813e-23
   3.1392961e+03   1.9081342e-22   3.1220917e-23   7.9922069e-23
   3.1465353e+03   1.9125295e-22   3.1295952e-23   8.0122756e-23
   3.1537913e+03   1.9169350e-22   3.1371157e-23   8.0323876e-23
   3.1610639e+03   1.9213506e-22   3.1446532e-23   8.0525431e-23
   3.1683534e+03   1.9257763e-22   3.1522077e-23   8.0727420e-23
   3.1756596e+03   1.9302123e-22   3.1597793e-23   8.0929845e-23
   3.1829827e+03   1.9346586e-22   3.1673680e-23   8.1132707e-23
   3.1903227e+03   1.9391150e-22   3.1749738e-23   8.1336007e-23
   3.1976796e+03   1.9435818e-22   3.1825969e-23   8.1539747e-23
   3.2050535e+03   1.9480588e-22   3.1902371e-23   8.1743926e-23
   3.2124443e+03   1.9525462e-22   3.1978946e-23   8.1948547e-23
   3.2198523e+03   1.9570440e-22   3.2055694e-23   8.2153610e-23
   3.2272773e+03   1.9615521e-22   3.2132616e-23   8.2359116e-23
   3.2347194e+03   1.9660706e-22   3.2209711e-23   8.2565066e-23
   3.2421787e+03   1.9705995e-22   3.2286980e-23   8.2771461e-23
   3.2496552e+03   1.9751389e-22   3.2364424e-23   8.2978303e-23
   3.2571489e+03   1.9796887e-22   3.2442043e-23   8.3185593e-23
   3.2646599e+03   1.9842490e-22   3.2519837e-23   8.3393331e-23
   3.2721882e+03   1.9888199e-22   3.2597807e-23   8.3601518e-23
   3.2797339e+03   1.9934013e-22   3.2675953e-23   8.3810156e-23
   3.2872970e+03   1.9979932e-22   3.2754276e-23   8.4019246e-23
   3.2948776e+03   2.0025958e-22   3.2832775e-23   8.4228788e-23
   3.3024756e+03   2.0072089e-22   3.2911452e-23   8.4438785e-23
   3.3100911e+03   2.0118327e-22   3.2990307e-23   8.4649236e-23
   3.3177242e+03   2.0164672e-22   3.3069339e-23   8.4860143e-23
   3.3253749e+03   2.0211123e-22   3.3148551e-23   8.5071507e-23
   3.3330432e+03   2.0257682e-22   3.3227941e-23   8.5283329e-23
   3.3407293e+03   2.0304348e-22   3.3307510e-23   8.5495610e-23
   3.3484330e+03   2.0351122e-22   3.3387259e-23   8.5708352e-23
   3.3561545e+03   2.0398003e-22   3.3467188e-23   8.5921555e-23
   3.3638938e+03   2.0444993e-22   3.3547298e-23   8.6135221e-23
   3.3716510e+03   2.0492091e-22   3.3627589e-23   8.6349350e-23
   3.3794261e+03   2.0539298e-22   3.3708061e-23   8.6563943e-23
   3.3872190e+03   2.0586613e-22   3.3788715e-23   8.6779003e-23
   3.3950300e+03   2.0634038e-22   3.3869551e-23   8.6994529e-23
   3.4028590e+03   2.0681572e-22   3.3950569e-23   8.7210523e-23
   3.4107060e+03   2.0729215e-22   3.4031771e-23   8.7426986e-23
   3.4185711e+03   2.0776969e-22   3.4113156e-23   8.7643920e-23
   3.4264543e+03   2.0824833e-22   3.4194725e-23   8.7861324e-23
   3.4343558e+03   2.0872807e-22   3.4276478e-23   8.8079201e-23
   3.4422754e+03   2.0920891e-22   3.4358415e-23   8.8297552e-23
   3.4502133e+03   2.0969087e-22   3.4440538e-23   8.8516377e-23
   3.4581695e+03   2.1017393e-22   3.4522846e-23   8.8735678e-23
   3.4661441e+03   2.1065812e-22   3.4605340e-23   8.8955456e-23
   3.4741371e+03   2.1114341e-22   3.4688021e-23   8.9175712e-23
   3.4821485e+03   2.1162983e-22   3.4770888e-23   8.9396447e-23
   3.4901783e+03   2.1211737e-22   3.4853942e-23   8.9617662e-23
   3.4982267e+03   2.1260603e-22   3.4937184e-23   8.9839358e-23
   3.5062936e+03   2.1309582e-22   3.5020614e-23   9.0061537e-23
   3.5143792e+03   2.1358674e-22   3.5104233e-23   9.0284200e-23
   3.5224834e+03   2.1407880e-22   3.5188040e-23   9.0507348e-23
   3.5306062e+03   2.1457198e-22   3.5272037e-23   9.0730982e-23
   3.5387478e+03   2.1506631e-22   3.5356237e-23   9.0955108e-23
   3.5469082e+03   2.1556177e-22   3.5440600e-23   9.1179712e-23
   3.5550874e+03   2.1605838e-22   3.5525167e-23   9.1404810e-23
   3.5632855e+03   2.1655613e-22   3.5609925e-23   9.1630399e-23
   3.5715024e+03   2.1705503e-22   3.5694874e-23   9.1856479e-23
   3.5797383e+03   2.1755508e-22   3.5780016e-23   9.2083053e-23
   3.5879932e+03   2.1805628e-22   3.5865349e-23   9.2310121e-23
   3.5962672e+03   2.1855864e-22   3.5950876e-23   9.2537684e-23
   3.6045602e+03   2.1906216e-22   3.6036596e-23   9.2765743e-23
   3.6128724e+03   2.1956684e-22   3.6122509e-23   9.2994300e-23
   3.6212037e+03   2.2007269e-22   3.6208617e-23   9.3223356e-23
   3.6295542e+03   2.2057970e-22   3.6294919e-23   9.3452912e-23
   3.6379240e+03   2.2108788e-22   3.6381420e-23   9.3682971e-23
   3.6463130e+03   2.2159723e-22   3.6468127e-23   9.3913536e-23
   3.6547215e+03   2.2210776e-22   3.6555030e-23   9.4144604e-23
   3.6631493e+03   2.2261946e-22   3.6642129e-23   9.4376178e-23
   3.6715965e+03   2.2313235e-22   3.6729425e-23   9.4608257e-23
   3.6800633e+03   2.2364642e-22   3.6816918e-23   9.4840843e-23
   3.6885495e+03   2.2416167e-22   3.6904609e-23   9.5073938e-23
   3.6970553e+03   2.2467812e-22   3.6992498e-23   9.5307542e-23
   3.7055808e+03   2.2519575e-22   3.7080585e-23   9.5541656e-23
   3.7141259e+03   2.2571458e-22   3.7168872e-23   9.5776283e-23
   3.7226907e+03   2.2623460e-22   3.7257357e-23   9.6011423e-23
   3.7312752e+03   2.2675582e-22   3.7346043e-23   9.6247077e-23
   3.7398796e+03   2.2727825e-22   3.7434929e-23   9.6483247e-23
   3.7485038e+03   2.2780188e-22   3.7524016e-23   9.6719933e-23
   3.7571479e+03   2.2832672e-22   3.7613304e-23   9.6957138e-23
   3.7658119e+03   2.2885277e-22   3.7702794e-23   9.7194862e-23
   3.7744959e+03   2.2938003e-22   3.7792486e-23   9.7433106e-23
   3.7831999e+03   2.2990850e-22   3.7882380e-23   9.7671872e-23
   3.7919240e+03   2.3043820e-22   3.7972478e-23   9.7911161e-23
   3.8006682e+03   2.3096912e-22   3.8062779e-23   9.8150974e-23
   3.8094325e+03   2.3150126e-22   3.8153284e-23   9.8391312e-23
   3.8182171e+03   2.3203463e-22   3.8243994e-23   9.8632178e-23
   3.8270220e+03   2.3256923e-22   3.8334909e-23   9.8873571e-23
   3.8358471e+03   2.3310506e-22   3.8426029e-23   9.9115493e-23
   3.8446926e+03   2.3364213e-22   3.8517355e-23   9.9357946e-23
   3.8535585e+03   2.3418043e-22   3.8608888e-23   9.9600930e-23
   3.8624448e+03   2.3471998e-22   3.8700627e-23   9.9844448e-23
   3.8713516e+03   2.3526077e-22   3.8792574e-23   1.0008850e-22
   3.8802790e+03   2.3580281e-22   3.8884728e-23   1.0033309e-22
   3.8892270e+03   2.3634610e-22   3.8977091e-23   1.0057821e-22
   3.8981955e+03   2.3689064e-22   3.9069663e-23   1.0082387e-22
   3.9071848e+03   2.3743644e-22   3.9162443e-23   1.0107007e-22
   3.9161948e+03   2.3798350e-22   3.9255434e-23   1.0131681e-22
   3.9252256e+03   2.3853182e-22   3.9348635e-23   1.0156410e-22
   3.9342772e+03   2.3908140e-22   3.9442046e-23   1.0181192e-22
   3.9433497e+03   2.3963225e-22   3.9535669e-23   1.0206030e-22
   3.9524431e+03   2.4018437e-22   3.9629503e-23   1.0230921e-22
   3.9615574e+03   2.4073777e-22   3.9723549e-23   1.0255868e-22
   3.9706928e+03   2.4129244e-22   3.9817809e-23   1.0280869e-22
   3.9798493e+03   2.4184844e-22   3.9912610e-23   1.0305938e-22
   3.9890268e+03   2.4240562e-22   4.0006966e-23   1.0331036e-22
   3.9982255e+03   2.4296413e-22   4.0101866e-23   1.0356203e-22
   4.0074455e+03   2.4352394e-22   4.0196980e-23   1.0381425e-22
   4.0166867e+03   2.4408503e-22   4.0292309e-23   1.0406702e-22
   4.0259492e+03   2.4464742e-22   4.0387854e-23   1.0432035e-22
   4.0352331e+03   2.4521111e-22   4.0483615e-23   1.0457424e-22
   4.0445383e+03   2.4577610e-22   4.0579593e-23   1.0482868e-22
   4.0538651e+03   2.4634238e-22   4.0675788e-23   1.0508369e-22
   4.0632133e+03   2.4690998e-22   4.0772200e-23   1.0533925e-22
   4.0725831e+03   2.4747888e-22   4.0868830e-23   1.0559538e-22
   4.0819745e+03   2.4804910e-22   4.0965679e-23   1.0585208e-22
   4.0913876e+03   2.4862063e-22   4.1062747e-23   1.0610934e-22
   4.1008224e+03   2.4919348e-22   4.1160035e-23   1.0636716e-22
   4.1102789e+03   2.4976765e-22   4.1257542e-23   1.0662556e-22
   4.1197572e+03   2.5034315e-22   4.1355270e-23   1.0688452e-22
   4.1292574e+03   2.5091997e-22   4.1453220e-23   1.0714406e-22
   4.1387795e+03   2.5149812e-22   4.1551390e-23   1.0740416e-22
   4.1483236e+03   2.5207761e-22   4.1649783e-23   1.0766484e-22
   4.1578896e+03   2.5265843e-22   4.1748399e-23   1.0792610e-22
   4.1674778e+03   2.5324059e-22   4.1847238e-23   1.0818793e-22
   4.1770880e+03   2.5382409e-22   4.1946300e-23   1.0845034e-22
   4.1867204e+03   2.5440894e-22   4.2045587e-23   1.0871333e-22
   4.1963750e+03   2.5499514e-22   4.2145098e-23   1.0897690e-22
   4.2060519e+03   2.5558269e-22   4.2244834e-23   1.0924105e-22
   4.2157511e+03   2.5617159e-22   4.2344796e-23   1.0950578e-22
   4.2254726e+03   2.5676186e-22   4.2444985e-23   1.0977110e-22
   4.2352166e+03   2.5735348e-22   4.2545400e-23   1.1003700e-22
   4.2449830e+03   2.5794647e-22   4.2646042e-23   1.1030349e-22
   4.2547720e+03   2.5854083e-22   4.2746912e-23   1.1057057e-22
   4.2645835e+03   2.5913655e-22   4.2848011e-23   1.1083824e-22
   4.2744177e+03   2.5973365e-22   4.2949338e-23   1.1110651e-22
   4.2842745e+03   2.6033213e-22   4.3050895e-23   1.1137536e-22
   4.2941541e+03   2.6093199e-22   4.3152681e-23   1.1164481e-22
   4.3040565e+03   2.6153323e-22   4.3254698e-23   1.1191485e-22
   4.3139816e+03   2.6213586e-22   4.3356947e-23   1.1218549e-22
   4.3239297e+03   2.6273988e-22   4.3459426e-23   1.1245673e-22
   4.3339007e+03   2.6334529e-22   4.3562138e-23   1.1272857e-22
   4.3438947e+03   2.6395209e-22   4.3665082e-23   1.1300101e-22
   4.3539118e+03   2.6456030e-22   4.3768259e-23   1.1327406e-22
   4.3639519e+03   2.6516991e-22   4.3871670e-23   1.1354770e-22
   4.3740153e+03   2.6578092e-22   4.3975315e-23   1.1382196e-22
   4.3841018e+03   2.6639335e-22   4.4079195e-23   1.1409682e-22
   4.3942115e+03   2.6700718e-22   4.4183313e-23   1.1437229e-22
   4.4043446e+03   2.6762243e-22   4.4287663e-23   1.1464837e-22
   4.4145011e+03   2.6823910e-22   4.4392249e-23   1.1492506e-22
   4.4246810e+03   2.6885720e-22   4.4497073e-23   1.1520236e-22
   4.4348843e+03   2.6947671e-22   4.4602135e-23   1.1548028e-22
   4.4451112e+03   2.7009766e-22   4.4707434e-23   1.1575881e-22
   4.4553616e+03   2.7072004e-22   4.4812972e-23   1.1603796e-22
   4.4656357e+03   2.7134385e-22   4.4918750e-23   1.1631773e-22
   4.4759335e+03   2.7196911e-22   4.5024767e-23   1.1659812e-22
   4.4862551e+03   2.7259580e-22   4.5131024e-23   1.1687913e-22
   4.4966004e+03   2.7322394e-22   4.5237522e-23   1.1716076e-22
   4.5069696e+03   2.7385353e-22   4.5344261e-23   1.1744302e-22
   4.5173627e+03   2.7448457e-22   4.5451243e-23   1.1772591e-22
   4.5277798e+03   2.7511706e-22   4.5558466e-23   1.1800942e-22
   4.5382209e+03   2.7575102e-22   4.5665933e-23   1.1829356e-22
   4.5486860e+03   2.7638643e-22   4.5773643e-23   1.1857833e-22
   4.5591753e+03   2.7702331e-22   4.5881597e-23   1.1886373e-22
   4.5696888e+03   2.7766166e-22   4.5989796e-23   1.1914977e-22
   4.5802266e+03   2.7830149e-22   4.6098241e-23   1.1943644e-22
   4.5907886e+03   2.7894278e-22   4.6206931e-23   1.1972375e-22
   4.6013750e+03   2.7958556e-22   4.6315867e-23   1.2001169e-22
   4.6119858e+03   2.8022982e-22   4.6425051e-23   1.2030028e-22
   4.6226211e+03   2.8087556e-22   4.6534482e-23   1.2058951e-22
   4.6332809e+03   2.8152280e-22   4.6644161e-23   1.2087937e-22
   4.6439653e+03   2.8217152e-22   4.6754088e-23   1.2116989e-22
   4.6546743e+03   2.8282175e-22   4.6864265e-23   1.2146105e-22
   4.6654080e+03   2.8347347e-22   4.6974692e-23   1.2175285e-22
